id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot,lon,lat
ermawu_T2_00010,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.724,Positive,pos,0.31,0.738,0.79,乐,历史街区,2025-07-17,2025-07 暑假·年轻人涌入打卡,0.526,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.836,1,111.277889,30.700705
ermawu_T2_00011,ermawu,sim_ermawu_l3l4,夜经济让老街活了,夜经济,urban_operation,事件,0.874,Very Positive,pos,0.713,0.751,0.796,喜,历史街区,2025-07-26,2025-07 暑假·年轻人涌入打卡,0.836,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.945,1,111.276835,30.697349
ermawu_T2_00012,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.882,Very Positive,pos,0.372,0.806,0.819,喜,历史街区,2025-07-14,2025-07 暑假·年轻人涌入打卡,0.776,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.855,0,111.287836,30.695108
ermawu_T2_00013,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.835,Positive,pos,0.36,0.785,0.75,乐,历史街区,2025-07-18,2025-07 暑假·年轻人涌入打卡,0.443,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.863,1,111.275507,30.696459
ermawu_T2_00014,ermawu,sim_ermawu_l3l4,连锁店太多，没特色,业态丰富度,urban_operation,服务,0.256,Very Negative,neg,0.888,0.803,0.792,怒,历史街区,2025-07-29,2025-07 暑假·年轻人涌入打卡,0.73,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.871,0,111.282881,30.693452
ermawu_T2_00015,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.886,Positive,pos,0.409,0.884,0.712,乐,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.574,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.754,1,111.285031,30.694878
ermawu_T2_00016,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.703,Very Positive,pos,0.309,0.767,0.818,乐,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.836,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.789,0,111.283253,30.692358
ermawu_T2_00017,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.732,Very Positive,pos,0.385,0.794,0.874,喜,历史街区,2025-07-10,2025-07 暑假·年轻人涌入打卡,0.8,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.91,0,111.287871,30.694196
ermawu_T2_00018,ermawu,sim_ermawu_l3l4,夜经济让老街活了,夜经济,urban_operation,事件,0.827,Very Positive,pos,0.392,0.838,0.741,乐,历史街区,2025-07-10,2025-07 暑假·年轻人涌入打卡,0.851,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.78,1,111.280215,30.697268
ermawu_T2_00019,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.928,Positive,pos,0.364,0.824,0.776,喜,历史街区,2025-07-18,2025-07 暑假·年轻人涌入打卡,0.533,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.737,1,111.276958,30.701067
ermawu_T2_00020,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.928,Very Positive,pos,0.422,0.853,0.706,喜,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.599,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.856,1,111.27887,30.69369
ermawu_T2_00021,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.663,Positive,pos,0.753,0.741,0.761,乐,历史街区,2025-07-26,2025-07 暑假·年轻人涌入打卡,0.54,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.79,1,111.284258,30.692773
ermawu_T2_00022,ermawu,sim_ermawu_l3l4,文创老店+特色美食，业态丰富,业态丰富度,urban_operation,服务,0.924,Positive,pos,0.449,0.806,0.857,喜,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.742,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,pos,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.789,0,111.276483,30.69798
ermawu_T2_00023,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.708,Very Positive,pos,0.758,0.874,0.79,乐,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.412,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.704,0,111.2773,30.696962
ermawu_T2_00024,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.334,Negative,neg,0.749,0.844,0.908,愁,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.667,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.708,0,111.272563,30.697511
ermawu_T2_00025,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.238,Very Negative,neg,0.787,0.832,0.827,哀,历史街区,2025-07-14,2025-07 暑假·年轻人涌入打卡,0.752,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.742,0,111.281357,30.695212
ermawu_T2_00026,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.735,Positive,pos,0.77,0.938,0.85,喜,历史街区,2025-07-19,2025-07 暑假·年轻人涌入打卡,0.504,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.821,0,111.281031,30.69958
ermawu_T2_00027,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.772,Positive,pos,0.785,0.863,0.877,喜,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.493,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.855,0,111.281398,30.693447
ermawu_T2_00028,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.676,Very Positive,pos,0.672,0.873,0.726,喜,历史街区,2025-07-10,2025-07 暑假·年轻人涌入打卡,0.888,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.742,1,111.277523,30.693262
ermawu_T2_00029,ermawu,sim_ermawu_l3l4,原住民留着，街区还活着,烟火气保留,urban_renewal,文化,0.956,Positive,pos,0.787,0.831,0.78,喜,历史街区,2025-07-23,2025-07 暑假·年轻人涌入打卡,0.803,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.746,0,111.285204,30.691056
ermawu_T2_00030,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.514,Neutral,neu,0.526,0.783,0.786,急,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.68,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.809,0,111.28282,30.695987
ermawu_T2_00031,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.936,Positive,pos,0.346,0.888,0.805,乐,历史街区,2025-07-29,2025-07 暑假·年轻人涌入打卡,0.56,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.762,0,111.281416,30.693302
ermawu_T2_00032,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.566,Neutral,neu,0.375,0.944,0.883,盼,历史街区,2025-07-29,2025-07 暑假·年轻人涌入打卡,0.583,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.825,0,111.280999,30.697198
ermawu_T2_00033,ermawu,sim_ermawu_l3l4,开街后保洁跟上了,垃圾秩序,urban_governance,环境,0.486,Neutral,neu,0.355,0.858,0.745,盼,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.516,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neu,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.723,0,111.280529,30.695336
ermawu_T2_00034,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.627,Very Positive,pos,0.483,0.924,0.882,乐,历史街区,2025-07-02,2025-07 暑假·年轻人涌入打卡,0.514,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.785,0,111.283138,30.696134
ermawu_T2_00035,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.769,Very Positive,pos,0.756,0.867,0.835,喜,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.447,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.871,0,111.277672,30.700472
ermawu_T2_00036,ermawu,sim_ermawu_l3l4,连锁店太多，没特色,业态丰富度,urban_operation,服务,0.264,Negative,neg,0.703,0.891,0.764,愁,历史街区,2025-07-05,2025-07 暑假·年轻人涌入打卡,0.563,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.915,0,111.281984,30.695725
ermawu_T2_00037,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.715,Positive,pos,0.412,0.88,0.744,乐,历史街区,2025-07-23,2025-07 暑假·年轻人涌入打卡,0.86,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.745,0,111.276988,30.701256
ermawu_T2_00038,ermawu,sim_ermawu_l3l4,夜经济让老街活了,夜经济,urban_operation,事件,0.655,Positive,pos,0.716,0.895,0.75,喜,历史街区,2025-07-01,2025-07 暑假·年轻人涌入打卡,0.496,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.896,1,111.275301,30.695607
ermawu_T2_00039,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.745,Very Positive,pos,0.772,0.823,0.85,喜,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.453,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.706,1,111.281504,30.699174
ermawu_T2_00040,ermawu,sim_ermawu_l3l4,打卡墙前要排队,网红打卡,urban_operation,文化,0.504,Neutral,neu,0.548,0.785,0.857,盼,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.808,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,neu,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.812,0,111.273553,30.696611
ermawu_T2_00041,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.068,Very Negative,neg,0.614,0.858,0.739,哀,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.517,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.949,0,111.282095,30.693211
ermawu_T2_00042,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.248,Very Negative,neg,0.739,0.855,0.78,哀,历史街区,2025-07-29,2025-07 暑假·年轻人涌入打卡,0.441,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.945,0,111.277415,30.701622
ermawu_T2_00043,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.741,Very Positive,pos,0.67,0.91,0.897,喜,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.778,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.892,0,111.28461,30.692333
ermawu_T2_00044,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.254,Negative,neg,0.541,0.765,0.893,哀,历史街区,2025-07-04,2025-07 暑假·年轻人涌入打卡,0.433,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.782,0,111.274514,30.69556
ermawu_T2_00045,ermawu,sim_ermawu_l3l4,连锁店太多，没特色,业态丰富度,urban_operation,服务,0.358,Very Negative,neg,0.865,0.794,0.731,怒,历史街区,2025-07-31,2025-07 暑假·年轻人涌入打卡,0.513,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.806,0,111.277798,30.694076
ermawu_T2_00046,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.744,Very Positive,pos,0.415,0.842,0.809,喜,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.453,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.683,0,111.279861,30.694125
ermawu_T2_00047,ermawu,sim_ermawu_l3l4,原住民迁走，没了生活气,烟火气保留,urban_renewal,文化,0.321,Very Negative,neg,0.687,0.734,0.783,哀,历史街区,2025-07-17,2025-07 暑假·年轻人涌入打卡,0.616,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.87,0,111.282186,30.692249
ermawu_T2_00048,ermawu,sim_ermawu_l3l4,文旅复苏，老街活了,文旅活力,urban_operation,事件,0.899,Positive,pos,0.544,0.772,0.715,乐,历史街区,2025-07-04,2025-07 暑假·年轻人涌入打卡,0.645,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.793,1,111.283336,30.695177
